payment_id,invoice_id,customer_id,payment_date,amount_paid,payment_type,days_late
1227,INV-004666,5.0,2024-12-18,22277.82,invoice_payment,15.0
839,INV-004494,100.0,2024-12-18,17590.44,invoice_payment,49.0
437,INV-006594,107.0,2024-12-18,27376.15,invoice_payment,83.0
903,INV-007770,48.0,2024-12-19,5889.61,invoice_payment,44.0
906,INV-003997,68.0,2024-12-19,5937.66,invoice_payment,59.0
396,INV-001183,70.0,2024-12-19,31661.73,invoice_payment,87.0
896,INV-000542,105.0,2024-12-19,39303.62,invoice_payment,60.0
702,INV-001004,119.0,2024-12-19,39792.55,invoice_payment,60.0
614,INV-002339,117.0,2024-12-19,14606.81,invoice_payment,68.0
913,INV-006951,108.0,2024-12-19,48011.54,invoice_payment,43.0
1013,INV-003932,76.0,2024-12-19,47065.76,invoice_payment,35.0
1177,INV-004541,120.0,2024-12-19,301615.04,invoice_payment,35.0
894,INV-007880,147.0,2024-12-19,41020.52,invoice_payment,45.0
918,INV-002644,16.0,2024-12-19,331439.96,invoice_payment,13.0
876,INV-002935,74.0,2024-12-19,33407.25,invoice_payment,46.0
724,INV-007112,54.0,2024-12-19,16908.14,invoice_payment,29.0
277,INV-003378,105.0,2024-12-19,21206.29,invoice_payment,66.0
571,INV-003033,122.0,2024-12-19,30774.94,invoice_payment,71.0
247,INV-002755,97.0,2024-12-19,8437.7,invoice_payment,68.0
919,INV-002871,74.0,2024-12-19,43663.19,invoice_payment,58.0
1285,INV-004908,32.0,2024-12-19,31118.55,invoice_payment,11.0
973,INV-005374,131.0,2024-12-19,29908.58,invoice_payment,53.0
512,INV-001050,108.0,2024-12-19,62570.59,invoice_payment,92.0
1265,INV-004193,3.0,2024-12-19,20015.53,invoice_payment,13.0
1259,INV-006245,1.0,2024-12-19,95768.82,invoice_payment,13.0
533,INV-002401,72.0,2024-12-19,13182.21,invoice_payment,75.0
952,INV-005806,7.0,2024-12-19,5903.82,invoice_payment,10.0
901,INV-001639,12.0,2024-12-20,26632.13,invoice_payment,16.0
1256,INV-003614,1.0,2024-12-20,32124.32,invoice_payment,14.0
815,INV-001381,74.0,2024-12-20,45915.46,invoice_payment,68.0
1485,INV-005964,8.0,2024-12-20,12026.96,invoice_payment,10.0
489,INV-001295,110.0,2024-12-20,7089.51,invoice_payment,50.0
1024,INV-001458,44.0,2024-12-20,45698.06,invoice_payment,34.0
862,INV-005475,74.0,2024-12-20,135338.32,invoice_payment,49.0
1310,INV-006630,45.0,2024-12-20,261254.45,invoice_payment,25.0
150,INV-005503,107.0,2024-12-21,28963.85,invoice_payment,78.0
991,INV-005023,141.0,2024-12-21,70680.49,invoice_payment,39.0
778,INV-003166,122.0,2024-12-21,257184.92,invoice_payment,57.0
654,INV-005054,68.0,2024-12-21,7527.48,invoice_payment,67.0
1330,INV-002967,4.0,2024-12-21,72160.92,invoice_payment,9.0
673,INV-000118,107.0,2024-12-21,40973.71,invoice_payment,65.0
854,INV-006154,132.0,2024-12-21,82820.52,invoice_payment,50.0
736,INV-005498,68.0,2024-12-21,16612.23,invoice_payment,60.0
1093,INV-005901,133.0,2024-12-21,432020.35,invoice_payment,29.0
928,INV-007785,77.0,2024-12-22,41450.0,invoice_payment,45.0
292,INV-002857,91.0,2024-12-22,71550.12,invoice_payment,98.0
932,INV-006600,106.0,2024-12-22,18043.45,invoice_payment,60.0
1038,INV-000203,146.0,2024-12-22,115051.16,invoice_payment,50.0
949,INV-001982,2.0,2024-12-22,43626.02,invoice_payment,13.0
886,INV-007307,147.0,2024-12-22,7719.67,invoice_payment,49.0
564,INV-001811,56.0,2024-12-22,6737.75,invoice_payment,45.0
235,INV-003412,105.0,2024-12-22,15563.19,invoice_payment,71.0
436,INV-002024,106.0,2024-12-22,40098.3,invoice_payment,87.0
547,INV-005025,41.0,2024-12-22,30443.26,invoice_payment,46.0
781,INV-006518,72.0,2024-12-22,26252.93,invoice_payment,58.0
917,INV-005967,127.0,2024-12-22,105792.33,invoice_payment,46.0
959,INV-005020,110.0,2024-12-23,38286.68,invoice_payment,43.0
1089,INV-004904,38.0,2024-12-23,7784.61,invoice_payment,31.0
340,INV-007252,95.0,2024-12-23,18824.54,invoice_payment,64.0
972,INV-006002,91.0,2024-12-23,12112.44,invoice_payment,57.0
263,INV-003472,68.0,2024-12-23,64958.97,invoice_payment,71.0
1025,INV-004932,147.0,2024-12-23,8822.02,invoice_payment,52.0
838,INV-000493,95.0,2024-12-23,46434.5,invoice_payment,54.0
1361,INV-004475,16.0,2024-12-23,8861.65,invoice_payment,9.0
1555,INV-001860,20.0,2024-12-23,16097.78,invoice_payment,6.0
1135,INV-000636,39.0,2024-12-23,481729.09,invoice_payment,42.0
1160,INV-000515,67.0,2024-12-23,30230.52,invoice_payment,25.0
769,INV-000628,70.0,2024-12-23,44795.98,invoice_payment,74.0
813,INV-001632,107.0,2024-12-23,34228.96,invoice_payment,56.0
507,INV-005125,94.0,2024-12-23,45335.45,invoice_payment,52.0
1222,INV-000784,40.0,2024-12-23,41956.26,invoice_payment,35.0
492,INV-002689,107.0,2024-12-24,302763.97,invoice_payment,84.0
982,INV-001512,1.0,2024-12-24,25639.61,invoice_payment,12.0
598,INV-007696,60.0,2024-12-24,131836.58,invoice_payment,44.0
628,INV-001235,79.0,2024-12-24,118963.85,invoice_payment,41.0
1461,INV-000929,25.0,2024-12-24,5787.42,invoice_payment,16.0
582,INV-004841,105.0,2024-12-24,19397.7,invoice_payment,75.0
686,INV-001086,38.0,2024-12-24,121456.23,invoice_payment,37.0
1359,INV-000330,7.0,2024-12-24,22118.02,invoice_payment,10.0
1294,INV-004950,6.0,2024-12-24,32189.89,invoice_payment,14.0
888,INV-007162,119.0,2024-12-24,11248.34,invoice_payment,51.0
1171,INV-002929,78.0,2024-12-24,6481.34,invoice_payment,40.0
1136,INV-003913,43.0,2024-12-24,31100.3,invoice_payment,28.0
1028,INV-000534,40.0,2024-12-24,39238.31,invoice_payment,38.0
555,INV-001206,128.0,2024-12-24,94239.37,invoice_payment,47.0
749,INV-000484,115.0,2024-12-24,22352.61,invoice_payment,62.0
1157,INV-002059,40.0,2024-12-24,9997.36,invoice_payment,41.0
1180,INV-003100,63.0,2024-12-24,27156.55,invoice_payment,39.0
1290,INV-004528,44.0,2024-12-25,33729.54,invoice_payment,31.0
1570,INV-003230,4.0,2024-12-25,41996.52,invoice_payment,7.0
1056,INV-006365,16.0,2024-12-25,36205.41,invoice_payment,7.0
1131,INV-003562,43.0,2024-12-25,38227.21,invoice_payment,45.0
452,INV-003095,78.0,2024-12-25,46883.27,invoice_payment,59.0
1047,INV-001597,43.0,2024-12-25,31724.32,invoice_payment,52.0
1120,INV-007800,76.0,2024-12-25,45508.95,invoice_payment,31.0
1363,INV-000711,3.0,2024-12-25,14082.88,invoice_payment,10.0
1317,INV-001219,52.0,2024-12-25,18390.68,invoice_payment,29.0
727,INV-002832,82.0,2024-12-25,29612.07,invoice_payment,65.0
779,INV-005764,97.0,2024-12-25,44538.85,invoice_payment,61.0
633,INV-000496,75.0,2024-12-25,18157.24,invoice_payment,42.0
780,INV-005257,71.0,2024-12-26,49592.2,invoice_payment,77.0
750,INV-007427,91.0,2024-12-26,43231.64,invoice_payment,64.0
783,INV-000558,69.0,2024-12-26,24592.71,invoice_payment,61.0
1331,INV-007928,21.0,2024-12-26,18378.09,invoice_payment,14.0
719,INV-000817,114.0,2024-12-26,28205.44,invoice_payment,66.0
1342,INV-007408,26.0,2024-12-26,13906.31,invoice_payment,13.0
1008,INV-003311,128.0,2024-12-26,37353.78,invoice_payment,42.0
1189,INV-006330,57.0,2024-12-26,22103.06,invoice_payment,26.0
674,INV-000670,130.0,2024-12-26,5613.53,invoice_payment,85.0
394,INV-002075,122.0,2024-12-26,12903.12,invoice_payment,64.0
915,INV-006890,69.0,2024-12-26,425510.81,invoice_payment,50.0
937,INV-005272,107.0,2024-12-26,46317.76,invoice_payment,63.0
969,INV-004180,122.0,2024-12-26,44928.59,invoice_payment,45.0
1053,INV-001657,127.0,2024-12-27,39419.88,invoice_payment,54.0
1367,INV-006796,9.0,2024-12-27,79148.24,invoice_payment,12.0
1540,INV-002463,7.0,2024-12-27,38034.81,invoice_payment,11.0
1546,INV-003827,3.0,2024-12-27,26650.58,invoice_payment,10.0
1379,INV-006543,2.0,2024-12-27,46030.37,invoice_payment,11.0
1132,INV-007157,47.0,2024-12-27,32629.07,invoice_payment,47.0
777,INV-006610,126.0,2024-12-27,23314.41,invoice_payment,78.0
904,INV-002910,117.0,2024-12-27,43452.17,invoice_payment,52.0
954,INV-003292,78.0,2024-12-27,10667.41,invoice_payment,48.0
1209,INV-002026,132.0,2024-12-27,106708.0,invoice_payment,40.0
1029,INV-004204,128.0,2024-12-28,39081.01,invoice_payment,42.0
511,INV-003692,89.0,2024-12-28,31345.17,invoice_payment,56.0
734,INV-000781,68.0,2024-12-28,41353.95,invoice_payment,67.0
1144,INV-004980,142.0,2024-12-28,32384.95,invoice_payment,47.0
1184,INV-005562,127.0,2024-12-28,12822.55,invoice_payment,43.0
720,INV-007818,114.0,2024-12-28,41753.23,invoice_payment,83.0
1188,INV-005552,47.0,2024-12-28,330867.18,invoice_payment,43.0
1535,INV-000702,5.0,2024-12-28,33978.05,invoice_payment,12.0
835,INV-001907,68.0,2024-12-28,13403.58,invoice_payment,59.0
1191,INV-003947,137.0,2024-12-28,113335.79,invoice_payment,27.0
1312,INV-007467,83.0,2024-12-28,48851.98,invoice_payment,32.0
1447,INV-007050,11.0,2024-12-28,15989.98,invoice_payment,7.0
1090,INV-005346,110.0,2024-12-28,39296.32,invoice_payment,36.0
1499,INV-006786,1.0,2024-12-28,37186.14,invoice_payment,15.0
874,INV-000739,83.0,2024-12-28,114937.88,invoice_payment,56.0
1523,INV-007165,134.0,2024-12-29,32250.43,invoice_payment,14.0
1091,INV-001266,64.0,2024-12-29,36747.35,invoice_payment,37.0
909,INV-007258,134.0,2024-12-29,20276.11,invoice_payment,54.0
1381,INV-000986,12.0,2024-12-29,8933.76,invoice_payment,13.0
842,INV-002373,107.0,2024-12-29,135613.02,invoice_payment,59.0
589,INV-001563,76.0,2024-12-29,42139.46,invoice_payment,50.0
460,INV-005105,119.0,2024-12-29,38921.22,invoice_payment,62.0
1095,INV-005521,83.0,2024-12-29,28800.71,invoice_payment,52.0
967,INV-000468,78.0,2024-12-29,18940.45,invoice_payment,64.0
1267,INV-002635,127.0,2024-12-29,15485.02,invoice_payment,37.0
956,INV-006065,135.0,2024-12-29,6900.96,invoice_payment,50.0
1072,INV-001554,61.0,2024-12-29,59853.73,invoice_payment,39.0
1348,INV-006788,40.0,2024-12-30,29657.14,invoice_payment,32.0
1032,INV-006622,128.0,2024-12-30,25340.04,invoice_payment,44.0
1164,INV-005561,47.0,2024-12-30,418933.36,invoice_payment,32.0
1206,INV-007487,39.0,2024-12-30,36132.55,invoice_payment,28.0
664,INV-000795,123.0,2024-12-30,21018.1,invoice_payment,75.0
828,INV-007810,52.0,2024-12-30,79141.17,invoice_payment,32.0
525,INV-000936,138.0,2024-12-30,39855.74,invoice_payment,56.0
992,INV-002214,128.0,2024-12-30,40535.08,invoice_payment,47.0
789,INV-005085,148.0,2024-12-30,9456.81,invoice_payment,65.0
569,INV-007399,105.0,2024-12-30,30112.44,invoice_payment,82.0
1429,INV-005747,1.0,2024-12-31,10810.43,invoice_payment,12.0
1000,INV-002466,77.0,2024-12-31,20635.6,invoice_payment,48.0
1106,INV-003143,128.0,2024-12-31,15016.32,invoice_payment,38.0
1656,INV-002811,20.0,2024-12-31,45886.71,invoice_payment,7.0
1476,INV-002149,67.0,2024-12-31,30880.07,invoice_payment,22.0
802,INV-004389,111.0,2024-12-31,49533.71,invoice_payment,35.0
675,INV-007734,82.0,2024-12-31,115827.26,invoice_payment,90.0
1044,INV-006919,3.0,2024-12-31,423216.47,invoice_payment,14.0
1203,INV-005639,141.0,2024-12-31,23254.14,invoice_payment,44.0
1076,INV-005733,129.0,2024-12-31,32693.85,invoice_payment,55.0
920,INV-001434,129.0,2024-12-31,10740.94,invoice_payment,55.0
1309,INV-007607,128.0,2024-12-31,25641.07,invoice_payment,36.0
1603,INV-000243,1.0,2024-12-31,10491.58,invoice_payment,11.0
1460,INV-001292,133.0,2024-12-31,29407.4,invoice_payment,24.0
1022,INV-007924,71.0,2024-12-31,16878.52,invoice_payment,45.0
882,INV-006836,92.0,2024-12-31,88596.19,invoice_payment,73.0
1458,INV-004509,11.0,2024-12-31,146524.27,invoice_payment,9.0
1196,INV-003957,47.0,2025-01-01,8800.89,invoice_payment,46.0
1420,INV-002217,1.0,2025-01-01,23642.46,invoice_payment,13.0
592,INV-007563,112.0,2025-01-01,8556.85,invoice_payment,83.0
1127,INV-007809,40.0,2025-01-01,18438.63,invoice_payment,37.0
943,INV-002016,130.0,2025-01-01,40649.77,invoice_payment,69.0
955,INV-001736,71.0,2025-01-01,47405.05,invoice_payment,53.0
1238,INV-000088,128.0,2025-01-01,38491.23,invoice_payment,42.0
1104,INV-003686,131.0,2025-01-01,44288.93,invoice_payment,39.0
791,INV-000654,73.0,2025-01-01,34344.19,invoice_payment,67.0
1614,INV-004359,3.0,2025-01-01,48318.87,invoice_payment,11.0
1616,INV-002055,2.0,2025-01-02,30478.37,invoice_payment,12.0
1020,INV-007254,81.0,2025-01-02,25244.58,invoice_payment,48.0
1377,INV-004567,107.0,2025-01-02,48125.78,invoice_payment,32.0
1438,INV-001818,18.0,2025-01-02,6125.68,invoice_payment,13.0
925,INV-005864,68.0,2025-01-02,82865.53,invoice_payment,57.0
601,INV-000500,129.0,2025-01-02,5358.4,invoice_payment,52.0
1155,INV-002007,147.0,2025-01-02,36603.44,invoice_payment,36.0
933,INV-005114,130.0,2025-01-02,5614.66,invoice_payment,71.0
981,INV-002875,69.0,2025-01-02,11795.59,invoice_payment,67.0
1346,INV-002372,139.0,2025-01-03,37417.16,invoice_payment,36.0
1271,INV-001918,38.0,2025-01-03,6905.07,invoice_payment,27.0
751,INV-007049,131.0,2025-01-03,65116.81,invoice_payment,42.0
1079,INV-003663,128.0,2025-01-03,31180.36,invoice_payment,43.0
806,INV-007186,106.0,2025-01-03,36887.82,invoice_payment,68.0
1674,INV-006147,15.0,2025-01-03,38877.15,invoice_payment,9.0
966,INV-002848,106.0,2025-01-03,13454.44,invoice_payment,69.0
1610,INV-006373,21.0,2025-01-03,19713.84,invoice_payment,13.0
999,INV-002914,105.0,2025-01-03,43763.32,invoice_payment,51.0
1145,INV-001801,41.0,2025-01-03,23232.1,invoice_payment,38.0
1214,INV-002897,124.0,2025-01-03,49447.21,invoice_payment,32.0
1147,INV-007434,105.0,2025-01-04,11840.28,invoice_payment,38.0
1318,INV-000265,55.0,2025-01-04,145982.65,invoice_payment,39.0
1057,INV-002066,138.0,2025-01-04,26934.82,invoice_payment,62.0
1432,INV-003629,38.0,2025-01-04,33391.74,invoice_payment,30.0
1431,INV-000968,13.0,2025-01-04,13983.3,invoice_payment,15.0
825,INV-004145,107.0,2025-01-04,22830.02,invoice_payment,67.0
1062,INV-006164,74.0,2025-01-04,25115.25,invoice_payment,46.0
911,INV-004887,71.0,2025-01-04,108558.66,invoice_payment,60.0
1264,INV-006970,38.0,2025-01-04,90876.63,invoice_payment,29.0
1441,INV-006872,6.0,2025-01-04,15512.43,invoice_payment,15.0
1073,INV-004251,134.0,2025-01-04,18909.67,invoice_payment,45.0
1629,INV-007988,16.0,2025-01-04,7086.03,invoice_payment,13.0
1218,INV-005404,44.0,2025-01-05,35800.3,invoice_payment,33.0
1676,INV-004203,3.0,2025-01-05,29356.34,invoice_payment,10.0
1128,INV-000305,69.0,2025-01-05,14724.07,invoice_payment,41.0
683,INV-004998,115.0,2025-01-05,34039.02,invoice_payment,79.0
728,INV-005558,105.0,2025-01-05,18354.98,invoice_payment,76.0
824,INV-007388,73.0,2025-01-05,16660.09,invoice_payment,83.0
1114,INV-000182,58.0,2025-01-05,49646.0,invoice_payment,42.0
1108,INV-005697,43.0,2025-01-05,25161.94,invoice_payment,43.0
855,INV-004232,48.0,2025-01-05,18204.06,invoice_payment,35.0
1657,INV-001346,7.0,2025-01-05,20591.12,invoice_payment,12.0
1453,INV-005574,1.0,2025-01-05,6335.83,invoice_payment,14.0
995,INV-000901,107.0,2025-01-05,39481.05,invoice_payment,53.0
1050,INV-004620,110.0,2025-01-05,37769.0,invoice_payment,48.0
1084,INV-006985,9.0,2025-01-05,81107.53,invoice_payment,15.0
603,INV-004721,70.0,2025-01-05,149232.47,invoice_payment,85.0
1065,INV-001167,127.0,2025-01-05,42614.98,invoice_payment,47.0
786,INV-001289,113.0,2025-01-06,341688.02,invoice_payment,42.0
1743,INV-004003,10.0,2025-01-06,10964.48,invoice_payment,6.0
1384,INV-006521,38.0,2025-01-06,31319.84,invoice_payment,36.0
1192,INV-001941,39.0,2025-01-06,9509.51,invoice_payment,36.0
1304,INV-007619,128.0,2025-01-06,44568.5,invoice_payment,27.0
1276,INV-005148,93.0,2025-01-06,35368.36,invoice_payment,45.0
785,INV-006810,128.0,2025-01-06,38957.54,invoice_payment,42.0
772,INV-002328,68.0,2025-01-07,29603.16,invoice_payment,44.0
1386,INV-002303,45.0,2025-01-07,12272.43,invoice_payment,37.0
1248,INV-004728,98.0,2025-01-07,37740.45,invoice_payment,48.0
373,INV-000294,130.0,2025-01-07,264320.06,invoice_payment,107.0
1045,INV-005194,137.0,2025-01-07,21276.63,invoice_payment,51.0
1483,INV-000292,2.0,2025-01-07,13374.56,invoice_payment,13.0
1405,INV-006670,59.0,2025-01-07,19395.49,invoice_payment,20.0
730,INV-002235,76.0,2025-01-07,46014.22,invoice_payment,47.0
836,INV-003358,101.0,2025-01-07,6146.57,invoice_payment,84.0
1055,INV-001644,104.0,2025-01-07,42432.09,invoice_payment,50.0
1435,INV-007872,77.0,2025-01-07,27567.25,invoice_payment,33.0
558,INV-005312,111.0,2025-01-07,41294.62,invoice_payment,61.0
689,INV-000745,64.0,2025-01-08,18652.35,invoice_payment,52.0
1401,INV-000060,80.0,2025-01-08,30685.02,invoice_payment,36.0
1099,INV-005017,105.0,2025-01-08,44234.41,invoice_payment,46.0
1107,INV-000343,118.0,2025-01-08,38461.73,invoice_payment,46.0
1002,INV-007783,106.0,2025-01-08,21634.4,invoice_payment,71.0
1019,INV-000649,105.0,2025-01-08,8655.33,invoice_payment,54.0
792,INV-000704,68.0,2025-01-08,20889.63,invoice_payment,44.0
1721,INV-001189,4.0,2025-01-08,38855.08,invoice_payment,10.0
1161,INV-006648,64.0,2025-01-09,33936.65,invoice_payment,42.0
1141,INV-002556,12.0,2025-01-09,23843.95,invoice_payment,14.0
1284,INV-007288,69.0,2025-01-09,48427.41,invoice_payment,47.0
1582,INV-004842,23.0,2025-01-09,23422.98,invoice_payment,6.0
1169,INV-002655,54.0,2025-01-09,85637.45,invoice_payment,42.0
931,INV-006025,130.0,2025-01-09,26240.42,invoice_payment,78.0
755,INV-000794,102.0,2025-01-09,33144.51,invoice_payment,47.0
1537,INV-005451,3.0,2025-01-09,62953.32,invoice_payment,9.0
1138,INV-004230,6.0,2025-01-09,49484.57,invoice_payment,14.0
368,INV-007030,85.0,2025-01-09,35973.96,invoice_payment,79.0
1411,INV-000311,40.0,2025-01-09,41994.64,invoice_payment,22.0
1395,INV-003501,49.0,2025-01-10,22467.69,invoice_payment,39.0
1334,INV-003628,61.0,2025-01-10,10978.78,invoice_payment,29.0
1174,INV-002039,60.0,2025-01-10,39862.47,invoice_payment,42.0
1133,INV-005084,135.0,2025-01-10,38420.46,invoice_payment,45.0
1398,INV-001459,148.0,2025-01-10,31346.87,invoice_payment,39.0
1509,INV-003850,2.0,2025-01-10,21077.55,invoice_payment,13.0
1212,INV-001396,4.0,2025-01-10,119622.14,invoice_payment,9.0
1153,INV-007558,1.0,2025-01-10,25754.07,invoice_payment,14.0
1006,INV-003130,126.0,2025-01-10,28375.15,invoice_payment,72.0
560,INV-003108,70.0,2025-01-10,46029.85,invoice_payment,94.0
1149,INV-000759,127.0,2025-01-10,25740.43,invoice_payment,44.0
1307,INV-002334,41.0,2025-01-10,18093.13,invoice_payment,46.0
875,INV-007426,105.0,2025-01-10,8190.63,invoice_payment,68.0
1261,INV-001383,64.0,2025-01-10,6826.82,invoice_payment,35.0
1054,INV-007955,113.0,2025-01-11,10600.96,invoice_payment,54.0
1253,INV-004595,49.0,2025-01-11,19913.38,invoice_payment,36.0
1216,INV-002335,119.0,2025-01-11,30704.6,invoice_payment,39.0
1217,INV-001042,68.0,2025-01-11,48399.45,invoice_payment,54.0
1664,INV-001510,4.0,2025-01-11,35931.76,invoice_payment,17.0
822,INV-005501,105.0,2025-01-11,49962.89,invoice_payment,74.0
1049,INV-002298,128.0,2025-01-11,31083.78,invoice_payment,69.0
1003,INV-002071,105.0,2025-01-11,41431.43,invoice_payment,59.0
1475,INV-001567,5.0,2025-01-11,7883.81,invoice_payment,18.0
965,INV-007121,86.0,2025-01-11,353586.26,invoice_payment,32.0
1522,INV-000519,4.0,2025-01-11,320220.49,invoice_payment,12.0
665,INV-004518,148.0,2025-01-11,8605.32,invoice_payment,56.0
1521,INV-004326,6.0,2025-01-12,92954.54,invoice_payment,13.0
1119,INV-003523,68.0,2025-01-12,34668.59,invoice_payment,49.0
526,INV-007842,130.0,2025-01-12,35845.49,invoice_payment,69.0
883,INV-001788,69.0,2025-01-12,9717.02,invoice_payment,70.0
1183,INV-007913,35.0,2025-01-12,47407.9,invoice_payment,13.0
1575,INV-006843,71.0,2025-01-12,18059.08,invoice_payment,25.0
1566,INV-003133,20.0,2025-01-12,84960.17,invoice_payment,10.0
1274,INV-004727,111.0,2025-01-13,43737.44,invoice_payment,37.0
631,INV-000298,70.0,2025-01-13,103242.07,invoice_payment,106.0
1345,INV-002873,147.0,2025-01-13,5140.6,invoice_payment,46.0
573,INV-001807,109.0,2025-01-13,74529.01,invoice_payment,96.0
878,INV-000506,69.0,2025-01-13,10289.81,invoice_payment,86.0
1349,INV-002679,38.0,2025-01-13,17229.59,invoice_payment,31.0
1471,INV-001690,52.0,2025-01-13,47001.9,invoice_payment,35.0
1303,INV-006168,50.0,2025-01-13,10532.29,invoice_payment,34.0
740,INV-007187,148.0,2025-01-13,9122.02,invoice_payment,53.0
1778,INV-005937,21.0,2025-01-13,16934.62,invoice_payment,9.0
1255,INV-007709,44.0,2025-01-13,36192.09,invoice_payment,38.0
1374,INV-004199,38.0,2025-01-13,17435.88,invoice_payment,28.0
907,INV-002851,38.0,2025-01-13,26749.32,invoice_payment,39.0
1098,INV-007457,41.0,2025-01-14,25625.44,invoice_payment,52.0
1552,INV-005454,2.0,2025-01-14,23058.25,invoice_payment,13.0
885,INV-001695,107.0,2025-01-14,27708.85,invoice_payment,72.0
1617,INV-003799,17.0,2025-01-14,39256.89,invoice_payment,9.0
1245,INV-002799,52.0,2025-01-14,6030.95,invoice_payment,40.0
1017,INV-001722,106.0,2025-01-14,26172.53,invoice_payment,60.0
1421,INV-003259,133.0,2025-01-14,27524.29,invoice_payment,41.0
863,INV-003725,73.0,2025-01-14,10263.21,invoice_payment,74.0
1756,INV-005936,1.0,2025-01-15,42451.2,invoice_payment,14.0
1407,INV-006340,133.0,2025-01-15,23377.88,invoice_payment,28.0
857,INV-001217,108.0,2025-01-15,45310.68,invoice_payment,90.0
823,INV-006993,144.0,2025-01-15,19179.18,invoice_payment,48.0
1474,INV-006874,52.0,2025-01-15,29190.55,invoice_payment,37.0
975,INV-004835,63.0,2025-01-15,38886.84,invoice_payment,35.0
1314,INV-007796,123.0,2025-01-15,21846.12,invoice_payment,50.0
1796,INV-007495,22.0,2025-01-15,89293.81,invoice_payment,10.0
986,INV-006009,49.0,2025-01-15,40239.95,invoice_payment,34.0
1087,INV-005290,131.0,2025-01-15,7655.57,invoice_payment,54.0
1628,INV-006428,7.0,2025-01-15,57297.72,invoice_payment,9.0
1533,INV-000984,63.0,2025-01-15,7018.73,invoice_payment,30.0
980,INV-006619,68.0,2025-01-15,31473.37,invoice_payment,65.0
1753,INV-002960,1.0,2025-01-16,47904.21,invoice_payment,15.0
1229,INV-001889,115.0,2025-01-16,22204.68,invoice_payment,43.0
898,INV-007424,74.0,2025-01-16,28541.9,invoice_payment,73.0
1748,INV-003183,5.0,2025-01-16,26986.37,invoice_payment,15.0
1237,INV-003484,8.0,2025-01-16,40678.92,invoice_payment,13.0
1175,INV-001500,13.0,2025-01-16,28718.19,invoice_payment,18.0
327,INV-000038,106.0,2025-01-16,47514.46,invoice_payment,90.0
1223,INV-005722,111.0,2025-01-16,141351.03,invoice_payment,44.0
1137,INV-005609,136.0,2025-01-16,14631.81,invoice_payment,21.0
1685,INV-003465,136.0,2025-01-16,7839.74,invoice_payment,21.0
1302,INV-000228,39.0,2025-01-16,13564.62,invoice_payment,37.0
1467,INV-003436,110.0,2025-01-16,18801.38,invoice_payment,39.0
866,INV-006526,71.0,2025-01-16,8730.59,invoice_payment,75.0
1469,INV-004169,148.0,2025-01-16,6753.66,invoice_payment,39.0
1605,INV-000992,3.0,2025-01-16,11722.17,invoice_payment,12.0
1534,INV-003658,127.0,2025-01-16,42586.11,invoice_payment,31.0
1235,INV-006724,1.0,2025-01-16,36803.66,invoice_payment,13.0
762,INV-005116,105.0,2025-01-17,20587.21,invoice_payment,54.0
1611,INV-007128,1.0,2025-01-17,12469.71,invoice_payment,12.0
1462,INV-002457,68.0,2025-01-17,18416.43,invoice_payment,40.0
1553,INV-004849,39.0,2025-01-17,31110.52,invoice_payment,31.0
406,INV-006474,106.0,2025-01-17,21366.63,invoice_payment,85.0
1200,INV-000617,63.0,2025-01-17,37163.9,invoice_payment,47.0
1836,INV-007525,10.0,2025-01-17,379726.39,invoice_payment,9.0
887,INV-002240,135.0,2025-01-17,18517.54,invoice_payment,75.0
1782,INV-006079,27.0,2025-01-17,25374.77,invoice_payment,13.0
892,INV-002586,111.0,2025-01-17,9934.87,invoice_payment,44.0
1382,INV-005625,83.0,2025-01-18,27757.68,invoice_payment,48.0
1088,INV-004876,78.0,2025-01-18,16953.74,invoice_payment,57.0
1202,INV-002019,68.0,2025-01-18,41140.59,invoice_payment,47.0
1805,INV-004818,7.0,2025-01-18,22062.72,invoice_payment,13.0
1703,INV-004864,23.0,2025-01-18,22053.65,invoice_payment,6.0
818,INV-003632,82.0,2025-01-18,26131.13,invoice_payment,82.0
712,INV-000087,131.0,2025-01-18,142084.19,invoice_payment,60.0
1673,INV-006927,4.0,2025-01-18,48610.05,invoice_payment,9.0
1427,INV-007989,77.0,2025-01-18,14668.21,invoice_payment,45.0
1671,INV-007773,18.0,2025-01-18,360760.61,invoice_payment,9.0
1064,INV-007817,139.0,2025-01-18,471264.48,invoice_payment,30.0
1221,INV-001216,127.0,2025-01-18,42910.88,invoice_payment,46.0
1130,INV-007230,114.0,2025-01-19,24752.26,invoice_payment,55.0
1355,INV-007475,118.0,2025-01-19,16808.79,invoice_payment,36.0
572,INV-002909,114.0,2025-01-19,33211.93,invoice_payment,72.0
1415,INV-000782,110.0,2025-01-19,79765.03,invoice_payment,47.0
1167,INV-005493,80.0,2025-01-19,98389.68,invoice_payment,52.0
608,INV-000261,108.0,2025-01-19,100857.93,invoice_payment,69.0
1463,INV-000744,66.0,2025-01-19,19066.91,invoice_payment,42.0
1684,INV-005494,7.0,2025-01-19,22136.57,invoice_payment,9.0
1015,INV-005874,105.0,2025-01-19,6868.85,invoice_payment,66.0
1556,INV-004228,1.0,2025-01-19,33625.04,invoice_payment,18.0
1529,INV-006215,36.0,2025-01-20,11359.5,invoice_payment,21.0
1272,INV-004218,69.0,2025-01-20,6379.28,invoice_payment,59.0
985,INV-000096,85.0,2025-01-20,26648.96,invoice_payment,69.0
