invoice_id,customer_id,invoice_date,due_date,amount_usd,payment_terms_days,status
HIST-001181,CUS-0089,2025-10-04,2025-11-03,13039.07,30,paid
HIST-001182,CUS-0123,2025-07-15,2025-08-14,59599.43,30,paid
HIST-001183,CUS-0090,2025-09-01,2025-10-01,28700.19,30,paid
HIST-001184,CUS-0066,2026-03-16,2026-04-15,33887.62,30,paid
HIST-001185,CUS-0004,2025-06-23,2025-07-23,22954.89,30,paid
HIST-001186,CUS-0085,2025-08-07,2025-08-22,23257.63,15,paid
HIST-001187,CUS-0036,2025-08-08,2025-09-07,30289.55,30,paid
HIST-001188,CUS-0023,2026-01-01,2026-02-15,347946.22,45,paid
HIST-001189,CUS-0122,2025-10-16,2025-11-15,33255.04,30,paid
HIST-001190,CUS-0110,2025-06-03,2025-07-03,71801.18,30,paid
HIST-001191,CUS-0005,2026-01-04,2026-02-18,75837.43,45,paid
HIST-001192,CUS-0085,2025-12-02,2026-01-16,33465.07,45,paid
HIST-001193,CUS-0024,2025-04-12,2025-05-12,18536.53,30,paid
HIST-001194,CUS-0101,2026-01-23,2026-02-22,39259.74,30,paid
HIST-001195,CUS-0135,2026-01-13,2026-02-12,32069.24,30,paid
HIST-001196,CUS-0099,2026-04-16,2026-05-01,51050.5,15,paid
HIST-001197,CUS-0051,2025-06-27,2025-07-27,27158.79,30,paid
HIST-001198,CUS-0089,2026-02-15,2026-04-01,53064.84,45,paid
HIST-001199,CUS-0092,2026-03-31,2026-04-30,27204.41,30,paid
HIST-001200,CUS-0010,2026-05-23,2026-07-07,40240.7,45,paid
HIST-001201,CUS-0013,2025-10-25,2025-11-24,36648.49,30,paid
HIST-001202,CUS-0023,2026-04-04,2026-05-19,39672.35,45,paid
HIST-001203,CUS-0078,2025-06-04,2025-07-19,55887.24,45,paid
HIST-001204,CUS-0110,2025-12-26,2026-01-25,27049.96,30,paid
HIST-001205,CUS-0066,2025-10-03,2025-11-17,78410.77,45,paid
HIST-001206,CUS-0023,2025-09-13,2025-10-13,82150.46,30,paid
HIST-001207,CUS-0011,2025-09-20,2025-10-20,19019.3,30,paid
HIST-001208,CUS-0060,2025-04-10,2025-05-25,166981.3,45,paid
HIST-001209,CUS-0127,2025-08-10,2025-09-24,110495.28,45,paid
HIST-001210,CUS-0157,2025-04-21,2025-05-21,43874.33,30,paid
HIST-001211,CUS-0051,2025-10-02,2025-11-01,78887.98,30,paid
HIST-001212,CUS-0094,2025-07-28,2025-08-27,84535.31,30,paid
HIST-001213,CUS-0126,2025-06-16,2025-08-15,65485.34,60,paid
HIST-001214,CUS-0121,2026-03-08,2026-05-07,43920.15,60,paid
HIST-001215,CUS-0031,2025-11-02,2025-12-02,97564.14,30,paid
HIST-001216,CUS-0046,2026-02-18,2026-03-20,61715.46,30,paid
HIST-001217,CUS-0038,2025-08-09,2025-09-23,38171.62,45,paid
HIST-001218,CUS-0107,2025-04-02,2025-05-17,186016.59,45,paid
HIST-001219,CUS-0025,2025-09-26,2025-10-26,20306.95,30,paid
HIST-001220,CUS-0089,2026-04-18,2026-05-18,12946.31,30,paid
HIST-001221,CUS-0011,2026-05-19,2026-06-18,22482.58,30,paid
HIST-001222,CUS-0136,2025-11-16,2025-12-16,78408.3,30,paid
HIST-001223,CUS-0042,2026-06-03,2026-06-18,70047.99,15,paid
HIST-001224,CUS-0008,2026-01-10,2026-02-09,44881.67,30,paid
HIST-001225,CUS-0126,2026-03-29,2026-04-28,154355.7,30,paid
HIST-001226,CUS-0098,2025-12-14,2026-01-28,13276.54,45,paid
HIST-001227,CUS-0003,2025-04-26,2025-06-25,24270.21,60,paid
HIST-001228,CUS-0127,2025-08-09,2025-09-23,41199.65,45,paid
HIST-001229,CUS-0111,2026-04-30,2026-06-14,49906.31,45,paid
HIST-001230,CUS-0044,2025-07-27,2025-08-26,126788.89,30,paid
HIST-001231,CUS-0085,2025-09-14,2025-10-14,20744.84,30,paid
HIST-001232,CUS-0152,2026-02-01,2026-03-03,35962.97,30,paid
HIST-001233,CUS-0014,2025-12-31,2026-01-30,19357.07,30,paid
HIST-001234,CUS-0006,2025-11-21,2026-01-20,5281.04,60,paid
HIST-001235,CUS-0023,2025-09-20,2025-10-20,32922.12,30,paid
HIST-001236,CUS-0126,2025-12-10,2026-02-08,249218.41,60,paid
HIST-001237,CUS-0037,2025-10-17,2025-11-16,35293.66,30,paid
HIST-001238,CUS-0101,2025-10-20,2025-11-19,33540.32,30,paid
HIST-001239,CUS-0082,2026-01-12,2026-02-11,13117.12,30,paid
HIST-001240,CUS-0117,2025-11-11,2025-12-26,35226.89,45,paid
HIST-001241,CUS-0134,2025-04-04,2025-05-19,16788.39,45,paid
HIST-001242,CUS-0059,2026-01-27,2026-02-11,28676.61,15,paid
HIST-001243,CUS-0046,2025-08-30,2025-09-29,27029.37,30,paid
HIST-001244,CUS-0065,2025-03-21,2025-04-20,7894.8,30,paid
HIST-001245,CUS-0068,2026-04-11,2026-05-11,18727.77,30,paid
HIST-001246,CUS-0015,2025-12-28,2026-01-27,289504.08,30,paid
HIST-001247,CUS-0044,2025-09-18,2025-10-18,30947.32,30,paid
HIST-001248,CUS-0005,2025-11-06,2025-11-21,43791.71,15,paid
HIST-001249,CUS-0002,2025-04-03,2025-05-18,39951.46,45,paid
HIST-001250,CUS-0043,2025-09-13,2025-09-28,36352.47,15,paid
HIST-001251,CUS-0082,2025-11-07,2025-12-07,17275.79,30,paid
HIST-001252,CUS-0060,2025-11-10,2025-12-10,84511.76,30,paid
HIST-001253,CUS-0122,2025-11-02,2025-12-02,60526.45,30,paid
HIST-001254,CUS-0036,2026-05-18,2026-06-17,53299.01,30,paid
HIST-001255,CUS-0104,2025-11-21,2026-01-05,9459.75,45,paid
HIST-001256,CUS-0044,2026-01-15,2026-02-14,56599.26,30,paid
HIST-001257,CUS-0053,2025-10-14,2025-12-13,86312.84,60,paid
HIST-001258,CUS-0080,2025-08-09,2025-10-08,29289.43,60,paid
HIST-001259,CUS-0065,2026-04-08,2026-04-23,27284.78,15,paid
HIST-001260,CUS-0071,2025-12-18,2026-02-01,60828.97,45,paid
HIST-001261,CUS-0113,2025-06-05,2025-07-20,19571.55,45,paid
HIST-001262,CUS-0006,2025-08-27,2025-09-26,26928.73,30,paid
HIST-001263,CUS-0014,2026-03-27,2026-04-26,59326.69,30,paid
HIST-001264,CUS-0130,2026-04-29,2026-05-14,27633.68,15,paid
HIST-001265,CUS-0020,2025-04-01,2025-05-01,85327.01,30,paid
HIST-001266,CUS-0090,2026-05-12,2026-06-26,39375.73,45,paid
HIST-001267,CUS-0039,2025-06-09,2025-07-24,9227.63,45,paid
HIST-001268,CUS-0114,2026-02-23,2026-03-25,56003.37,30,paid
HIST-001269,CUS-0075,2026-03-07,2026-04-21,67220.66,45,paid
HIST-001270,CUS-0066,2025-03-27,2025-04-26,27797.38,30,paid
HIST-001271,CUS-0089,2026-05-13,2026-06-27,13776.68,45,paid
HIST-001272,CUS-0007,2025-08-21,2025-09-20,18540.21,30,paid
HIST-001273,CUS-0014,2025-06-14,2025-07-14,38808.57,30,paid
HIST-001274,CUS-0059,2026-03-11,2026-04-10,98790.43,30,paid
HIST-001275,CUS-0015,2026-03-03,2026-04-17,62226.25,45,paid
HIST-001276,CUS-0037,2026-03-08,2026-04-22,27324.19,45,paid
HIST-001277,CUS-0068,2026-04-16,2026-05-31,70469.61,45,paid
HIST-001278,CUS-0090,2025-08-06,2025-09-20,23578.38,45,paid
HIST-001279,CUS-0046,2025-09-26,2025-11-10,197056.04,45,paid
HIST-001280,CUS-0138,2026-05-26,2026-06-25,98387.86,30,paid
HIST-001281,CUS-0154,2025-04-04,2025-05-04,23425.12,30,paid
HIST-001282,CUS-0054,2025-11-03,2025-12-03,70196.42,30,paid
HIST-001283,CUS-0073,2025-06-07,2025-08-06,11035.79,60,paid
HIST-001284,CUS-0035,2025-07-01,2025-07-31,118046.65,30,paid
HIST-001285,CUS-0007,2025-11-29,2026-01-13,147180.5,45,paid
HIST-001286,CUS-0101,2025-03-12,2025-04-26,55807.16,45,paid
HIST-001287,CUS-0010,2025-09-22,2025-10-22,25721.96,30,paid
HIST-001288,CUS-0048,2026-05-08,2026-07-07,70873.74,60,paid
HIST-001289,CUS-0031,2025-08-10,2025-09-09,23276.45,30,paid
HIST-001290,CUS-0046,2025-09-19,2025-11-03,48926.54,45,paid
HIST-001291,CUS-0039,2026-01-11,2026-02-25,58419.58,45,paid
HIST-001292,CUS-0038,2025-05-01,2025-05-16,53757.71,15,paid
HIST-001293,CUS-0131,2026-01-31,2026-03-17,37809.26,45,paid
HIST-001294,CUS-0038,2025-07-08,2025-08-07,16476.02,30,paid
HIST-001295,CUS-0098,2026-03-26,2026-05-10,15922.37,45,paid
HIST-001296,CUS-0107,2025-07-21,2025-08-20,21957.38,30,paid
HIST-001297,CUS-0062,2026-03-01,2026-04-15,54320.93,45,paid
HIST-001298,CUS-0155,2025-11-30,2026-01-14,18011.49,45,paid
HIST-001299,CUS-0119,2025-06-20,2025-07-05,37827.39,15,paid
HIST-001300,CUS-0139,2025-04-05,2025-05-05,15103.06,30,paid
HIST-001301,CUS-0026,2026-04-18,2026-05-18,30897.35,30,paid
HIST-001302,CUS-0126,2026-04-17,2026-05-17,21470.98,30,paid
HIST-001303,CUS-0051,2025-04-25,2025-05-25,24321.62,30,paid
HIST-001304,CUS-0140,2025-10-06,2025-11-05,18904.11,30,paid
HIST-001305,CUS-0077,2026-02-25,2026-03-27,81030.45,30,paid
HIST-001306,CUS-0087,2025-07-10,2025-08-09,91759.64,30,paid
HIST-001307,CUS-0084,2025-08-14,2025-09-28,32614.74,45,paid
HIST-001308,CUS-0090,2025-03-21,2025-05-20,19845.85,60,paid
HIST-001309,CUS-0151,2025-06-25,2025-07-25,16697.3,30,paid
HIST-001310,CUS-0057,2025-12-24,2026-01-23,71488.94,30,paid
HIST-001311,CUS-0130,2026-05-31,2026-07-15,14738.92,45,paid
HIST-001312,CUS-0004,2026-03-12,2026-04-11,22451.67,30,paid
HIST-001313,CUS-0069,2025-03-22,2025-04-21,139581.1,30,paid
HIST-001314,CUS-0073,2026-05-10,2026-07-09,40133.03,60,paid
HIST-001315,CUS-0094,2025-06-10,2025-08-09,40294.08,60,paid
HIST-001316,CUS-0021,2025-05-31,2025-07-15,38264.22,45,paid
HIST-001317,CUS-0158,2025-10-03,2025-11-17,13985.47,45,paid
HIST-001318,CUS-0051,2025-04-22,2025-06-06,55031.58,45,paid
HIST-001319,CUS-0055,2025-12-17,2026-02-15,50214.74,60,paid
HIST-001320,CUS-0022,2025-04-09,2025-05-09,19834.34,30,paid
HIST-001321,CUS-0125,2025-11-23,2026-01-07,50594.22,45,paid
HIST-001322,CUS-0147,2026-05-17,2026-07-01,13637.36,45,paid
HIST-001323,CUS-0046,2026-02-24,2026-03-26,25373.17,30,paid
HIST-001324,CUS-0159,2025-06-12,2025-07-12,11439.87,30,paid
HIST-001325,CUS-0115,2026-02-16,2026-03-18,10647.44,30,paid
HIST-001326,CUS-0006,2026-02-25,2026-03-27,14240.32,30,paid
HIST-001327,CUS-0045,2025-09-03,2025-11-02,24956.92,60,paid
HIST-001328,CUS-0090,2025-11-04,2025-12-19,38941.33,45,paid
HIST-001329,CUS-0135,2025-07-08,2025-08-07,35104.36,30,paid
HIST-001330,CUS-0038,2025-12-15,2026-01-14,46051.79,30,paid
HIST-001331,CUS-0082,2026-01-04,2026-02-18,69413.06,45,paid
HIST-001332,CUS-0012,2026-01-15,2026-03-16,34414.65,60,paid
HIST-001333,CUS-0118,2026-04-06,2026-05-06,22838.36,30,paid
HIST-001334,CUS-0107,2025-05-08,2025-06-07,19897.67,30,paid
HIST-001335,CUS-0016,2025-09-29,2025-11-13,97396.23,45,paid
HIST-001336,CUS-0033,2026-04-30,2026-05-15,35765.83,15,paid
HIST-001337,CUS-0102,2025-11-20,2025-12-20,26241.05,30,paid
HIST-001338,CUS-0042,2026-03-12,2026-04-11,16869.36,30,paid
HIST-001339,CUS-0018,2026-04-06,2026-05-06,16396.55,30,paid
HIST-001340,CUS-0038,2025-09-23,2025-10-23,26843.72,30,paid
HIST-001341,CUS-0085,2025-11-19,2026-01-03,57052.99,45,paid
HIST-001342,CUS-0046,2025-11-22,2025-12-22,46960.4,30,paid
HIST-001343,CUS-0019,2025-12-18,2026-01-17,19694.53,30,paid
HIST-001344,CUS-0012,2025-04-06,2025-05-06,149920.39,30,paid
HIST-001345,CUS-0019,2025-05-17,2025-06-16,17105.7,30,paid
HIST-001346,CUS-0030,2025-11-22,2026-01-21,79072.32,60,paid
HIST-001347,CUS-0069,2026-06-01,2026-07-31,81232.32,60,paid
HIST-001348,CUS-0044,2026-03-01,2026-04-15,32778.99,45,paid
HIST-001349,CUS-0126,2025-08-28,2025-10-27,133611.05,60,paid
HIST-001350,CUS-0143,2025-08-25,2025-10-09,11493.22,45,paid
HIST-001351,CUS-0090,2026-02-01,2026-02-16,58813.43,15,paid
HIST-001352,CUS-0099,2025-05-07,2025-06-06,17048.2,30,paid
HIST-001353,CUS-0136,2025-07-07,2025-07-22,16104.42,15,paid
HIST-001354,CUS-0090,2025-08-05,2025-09-04,69590.38,30,paid
HIST-001355,CUS-0060,2025-07-29,2025-09-12,26145.85,45,paid
HIST-001356,CUS-0078,2025-03-20,2025-05-19,60332.6,60,paid
HIST-001357,CUS-0023,2025-12-31,2026-01-30,18003.08,30,paid
HIST-001358,CUS-0103,2025-07-04,2025-08-18,66193.24,45,paid
HIST-001359,CUS-0011,2026-03-11,2026-04-10,80000.58,30,paid
HIST-001360,CUS-0150,2025-07-25,2025-08-24,180110.45,30,paid
HIST-001361,CUS-0064,2025-03-27,2025-04-26,77992.77,30,paid
HIST-001362,CUS-0147,2025-06-27,2025-07-27,21581.58,30,paid
HIST-001363,CUS-0095,2026-02-19,2026-03-21,31297.72,30,paid
HIST-001364,CUS-0137,2025-08-20,2025-09-19,30922.81,30,paid
HIST-001365,CUS-0019,2025-07-09,2025-08-08,7690.5,30,paid
HIST-001366,CUS-0155,2025-04-23,2025-06-22,22112.88,60,paid
HIST-001367,CUS-0056,2025-11-15,2025-12-30,37032.88,45,paid
HIST-001368,CUS-0034,2025-04-11,2025-05-26,22879.85,45,paid
HIST-001369,CUS-0076,2025-06-06,2025-07-06,13268.48,30,paid
HIST-001370,CUS-0035,2025-11-12,2025-12-12,19188.66,30,paid
HIST-001371,CUS-0046,2025-09-20,2025-10-20,79106.0,30,paid
HIST-001372,CUS-0030,2025-07-19,2025-08-18,17003.65,30,paid
HIST-001373,CUS-0127,2025-11-21,2026-01-05,30412.74,45,paid
HIST-001374,CUS-0057,2025-03-27,2025-05-11,14694.11,45,paid
HIST-001375,CUS-0097,2025-07-12,2025-08-11,52036.51,30,paid
HIST-001376,CUS-0005,2026-04-07,2026-05-07,61395.84,30,paid
HIST-001377,CUS-0087,2025-07-05,2025-08-04,56731.15,30,paid
HIST-001378,CUS-0078,2026-04-19,2026-05-19,23117.38,30,paid
HIST-001379,CUS-0159,2026-01-12,2026-03-13,33427.47,60,paid
HIST-001380,CUS-0007,2025-06-22,2025-08-06,92005.0,45,paid
HIST-001381,CUS-0037,2025-08-18,2025-09-17,16008.52,30,paid
HIST-001382,CUS-0023,2025-04-11,2025-05-11,37294.82,30,paid
HIST-001383,CUS-0074,2025-10-01,2025-10-31,54600.94,30,paid
HIST-001384,CUS-0010,2025-05-26,2025-06-25,72285.96,30,paid
HIST-001385,CUS-0078,2025-04-12,2025-05-27,63810.26,45,paid
HIST-001386,CUS-0101,2026-04-09,2026-05-24,26480.53,45,paid
HIST-001387,CUS-0107,2026-05-12,2026-06-11,52391.41,30,paid
HIST-001388,CUS-0149,2026-05-19,2026-06-03,7458.57,15,paid
HIST-001389,CUS-0061,2025-06-18,2025-08-02,47025.56,45,paid
HIST-001390,CUS-0099,2025-11-10,2025-12-25,10072.21,45,paid
HIST-001391,CUS-0152,2025-10-06,2025-11-05,46155.13,30,paid
HIST-001392,CUS-0007,2026-03-06,2026-05-05,64120.29,60,paid
HIST-001393,CUS-0072,2026-01-30,2026-03-01,37543.41,30,paid
HIST-001394,CUS-0118,2026-04-30,2026-05-30,34263.34,30,paid
HIST-001395,CUS-0033,2025-07-25,2025-08-24,48013.47,30,paid
HIST-001396,CUS-0027,2025-10-24,2025-11-23,33829.59,30,paid
HIST-001397,CUS-0077,2025-10-31,2025-11-30,27392.74,30,paid
HIST-001398,CUS-0143,2025-07-23,2025-09-21,20286.29,60,paid
HIST-001399,CUS-0001,2026-01-20,2026-02-19,106121.12,30,paid
HIST-001400,CUS-0012,2026-03-09,2026-04-08,67816.52,30,paid
HIST-001401,CUS-0084,2025-06-08,2025-07-08,108751.9,30,paid
HIST-001402,CUS-0159,2026-05-09,2026-06-08,44257.49,30,paid
HIST-001403,CUS-0095,2025-03-18,2025-05-02,16451.66,45,paid
HIST-001404,CUS-0121,2025-11-18,2025-12-03,39101.22,15,paid
HIST-001405,CUS-0100,2025-04-15,2025-05-30,35917.24,45,paid
HIST-001406,CUS-0061,2026-05-07,2026-06-21,119481.46,45,paid
HIST-001407,CUS-0046,2025-12-17,2026-01-31,36070.17,45,paid
HIST-001408,CUS-0070,2025-11-18,2025-12-18,45887.72,30,paid
HIST-001409,CUS-0127,2026-01-29,2026-02-28,11661.23,30,paid
HIST-001410,CUS-0073,2026-01-03,2026-02-02,44061.26,30,paid
HIST-001411,CUS-0010,2025-10-01,2025-11-15,88013.28,45,paid
HIST-001412,CUS-0120,2026-05-29,2026-07-28,19778.48,60,paid
HIST-001413,CUS-0046,2026-04-24,2026-06-23,90214.58,60,paid
HIST-001414,CUS-0043,2025-05-27,2025-06-26,87257.44,30,paid
HIST-001415,CUS-0092,2025-03-17,2025-05-01,80266.13,45,paid
HIST-001416,CUS-0086,2025-09-22,2025-10-22,24919.51,30,paid
HIST-001417,CUS-0036,2025-06-14,2025-06-29,31359.09,15,paid
HIST-001418,CUS-0010,2025-11-23,2025-12-08,40428.29,15,paid
HIST-001419,CUS-0100,2025-03-23,2025-05-22,56284.91,60,paid
HIST-001420,CUS-0083,2025-08-07,2025-10-06,42590.66,60,paid
HIST-001421,CUS-0005,2026-05-18,2026-07-02,43030.9,45,paid
HIST-001422,CUS-0051,2025-04-02,2025-05-17,15089.17,45,paid
HIST-001423,CUS-0006,2025-08-02,2025-09-01,43713.68,30,paid
HIST-001424,CUS-0019,2025-10-06,2025-12-05,28630.37,60,paid
HIST-001425,CUS-0119,2025-03-16,2025-04-15,69417.73,30,paid
HIST-001426,CUS-0012,2026-04-03,2026-05-03,114135.31,30,paid
HIST-001427,CUS-0014,2026-04-05,2026-05-05,21669.58,30,paid
HIST-001428,CUS-0094,2026-03-04,2026-04-03,37776.36,30,paid
HIST-001429,CUS-0101,2026-05-09,2026-06-23,33164.19,45,paid
HIST-001430,CUS-0095,2025-05-07,2025-07-06,8004.26,60,paid
HIST-001431,CUS-0033,2026-01-21,2026-02-05,39619.34,15,paid
HIST-001432,CUS-0130,2026-03-19,2026-04-18,59959.17,30,paid
HIST-001433,CUS-0111,2025-04-05,2025-05-20,59149.51,45,paid
HIST-001434,CUS-0028,2025-05-01,2025-05-31,27510.35,30,paid
HIST-001435,CUS-0070,2025-03-14,2025-05-13,31964.23,60,paid
HIST-001436,CUS-0090,2026-04-19,2026-06-03,50927.06,45,paid
HIST-001437,CUS-0132,2025-08-30,2025-09-29,66950.44,30,paid
HIST-001438,CUS-0028,2025-08-25,2025-09-24,20314.38,30,paid
HIST-001439,CUS-0019,2025-11-14,2025-11-29,16907.09,15,paid
HIST-001440,CUS-0101,2025-11-07,2025-12-07,43026.77,30,paid
HIST-001441,CUS-0087,2026-05-05,2026-06-04,21500.85,30,paid
HIST-001442,CUS-0118,2025-04-01,2025-05-16,67013.57,45,paid
HIST-001443,CUS-0108,2025-03-19,2025-04-18,55512.62,30,paid
HIST-001444,CUS-0124,2025-11-27,2025-12-27,157597.91,30,paid
HIST-001445,CUS-0107,2026-05-03,2026-07-02,187551.1,60,paid
HIST-001446,CUS-0088,2025-05-06,2025-06-05,63102.38,30,paid
HIST-001447,CUS-0060,2025-07-06,2025-09-04,63755.49,60,paid
HIST-001448,CUS-0036,2025-07-17,2025-08-31,72725.79,45,paid
HIST-001449,CUS-0105,2025-12-30,2026-02-28,26960.69,60,paid
HIST-001450,CUS-0153,2026-04-01,2026-05-31,15948.41,60,paid
HIST-001451,CUS-0111,2025-04-17,2025-06-01,93720.25,45,paid
HIST-001452,CUS-0038,2026-04-03,2026-06-02,23387.02,60,paid
HIST-001453,CUS-0127,2026-04-12,2026-05-27,53088.91,45,paid
HIST-001454,CUS-0071,2025-07-18,2025-08-02,21614.6,15,paid
HIST-001455,CUS-0053,2025-09-26,2025-11-25,24506.9,60,paid
HIST-001456,CUS-0061,2026-04-24,2026-05-24,8240.23,30,paid
HIST-001457,CUS-0028,2025-06-08,2025-06-23,26032.11,15,paid
HIST-001458,CUS-0140,2025-05-25,2025-06-24,22103.69,30,paid
HIST-001459,CUS-0006,2025-08-07,2025-09-21,26249.49,45,paid
HIST-001460,CUS-0038,2025-09-29,2025-10-29,34567.82,30,paid
HIST-001461,CUS-0008,2026-04-21,2026-06-20,53707.71,60,paid
HIST-001462,CUS-0061,2025-12-02,2026-01-01,20060.73,30,paid
HIST-001463,CUS-0078,2026-03-01,2026-03-31,35678.47,30,paid
HIST-001464,CUS-0023,2025-10-05,2025-11-04,38586.9,30,paid
HIST-001465,CUS-0030,2025-12-10,2025-12-25,191173.13,15,paid
HIST-001466,CUS-0083,2025-07-25,2025-08-24,108771.55,30,paid
HIST-001467,CUS-0133,2025-07-20,2025-09-03,52079.86,45,paid
HIST-001468,CUS-0091,2025-06-10,2025-07-25,133784.2,45,paid
HIST-001469,CUS-0113,2025-05-06,2025-06-05,20643.41,30,paid
HIST-001470,CUS-0046,2026-03-04,2026-04-03,73498.03,30,paid
HIST-001471,CUS-0155,2026-04-13,2026-06-12,36244.76,60,paid
HIST-001472,CUS-0040,2025-04-27,2025-05-27,16885.71,30,paid
HIST-001473,CUS-0005,2025-04-06,2025-05-21,46902.44,45,paid
HIST-001474,CUS-0030,2025-03-21,2025-04-20,220174.35,30,paid
HIST-001475,CUS-0034,2026-05-08,2026-06-07,20256.81,30,paid
HIST-001476,CUS-0122,2026-03-15,2026-04-29,33263.36,45,paid
HIST-001477,CUS-0044,2026-05-26,2026-07-25,72654.35,60,paid
HIST-001478,CUS-0159,2026-01-06,2026-02-05,24401.96,30,paid
HIST-001479,CUS-0008,2026-03-31,2026-04-30,62922.36,30,paid
HIST-001480,CUS-0099,2025-11-28,2025-12-28,24905.05,30,paid
HIST-001481,CUS-0105,2025-07-17,2025-08-01,27618.65,15,paid
HIST-001482,CUS-0078,2025-10-27,2025-11-11,62754.86,15,paid
HIST-001483,CUS-0037,2025-11-15,2025-12-15,12299.27,30,paid
HIST-001484,CUS-0035,2025-12-03,2026-01-17,89258.32,45,paid
HIST-001485,CUS-0037,2025-09-05,2025-10-20,142601.87,45,paid
HIST-001486,CUS-0136,2025-09-05,2025-10-05,64622.78,30,paid
HIST-001487,CUS-0122,2026-03-05,2026-03-20,72930.12,15,paid
HIST-001488,CUS-0037,2026-02-07,2026-03-09,119357.26,30,paid
HIST-001489,CUS-0149,2025-12-01,2026-01-15,25868.59,45,paid
HIST-001490,CUS-0110,2026-04-24,2026-05-24,67670.21,30,paid
HIST-001491,CUS-0038,2026-04-09,2026-05-24,53897.27,45,paid
HIST-001492,CUS-0068,2025-10-06,2025-11-05,146198.67,30,paid
HIST-001493,CUS-0038,2025-11-12,2025-12-12,61815.16,30,paid
HIST-001494,CUS-0044,2025-08-10,2025-09-09,31058.35,30,paid
HIST-001495,CUS-0034,2026-03-09,2026-04-08,66148.17,30,paid
HIST-001496,CUS-0046,2025-08-16,2025-09-30,25816.52,45,paid
HIST-001497,CUS-0011,2026-01-13,2026-03-14,60480.57,60,paid
HIST-001498,CUS-0065,2025-11-18,2025-12-03,80115.67,15,paid
HIST-001499,CUS-0085,2026-02-23,2026-03-25,47023.08,30,paid
HIST-001500,CUS-0129,2025-11-27,2025-12-27,30407.37,30,paid
HIST-001501,CUS-0117,2025-08-17,2025-09-16,75815.53,30,paid
HIST-001502,CUS-0024,2026-04-17,2026-05-17,69903.02,30,paid
HIST-001503,CUS-0053,2026-01-04,2026-02-03,36660.35,30,paid
HIST-001504,CUS-0095,2026-04-17,2026-06-01,7630.86,45,paid
HIST-001505,CUS-0023,2025-03-28,2025-04-27,43637.91,30,paid
HIST-001506,CUS-0096,2025-06-20,2025-07-20,14572.81,30,paid
HIST-001507,CUS-0034,2025-06-25,2025-07-25,10045.87,30,paid
HIST-001508,CUS-0008,2025-09-22,2025-11-06,13118.65,45,paid
HIST-001509,CUS-0034,2025-07-24,2025-09-07,39029.75,45,paid
HIST-001510,CUS-0101,2025-08-19,2025-09-18,23069.34,30,paid
HIST-001511,CUS-0068,2026-01-03,2026-02-02,53666.71,30,paid
HIST-001512,CUS-0051,2026-01-22,2026-02-21,38131.43,30,paid
HIST-001513,CUS-0026,2026-02-27,2026-03-29,47917.63,30,paid
HIST-001514,CUS-0017,2025-03-16,2025-04-15,37478.7,30,paid
HIST-001515,CUS-0101,2025-07-09,2025-08-23,115124.65,45,paid
HIST-001516,CUS-0142,2025-09-15,2025-09-30,48591.24,15,paid
HIST-001517,CUS-0100,2025-11-26,2025-12-26,73925.78,30,paid
HIST-001518,CUS-0147,2025-05-05,2025-06-19,51412.3,45,paid
HIST-001519,CUS-0030,2025-03-19,2025-04-18,19849.35,30,paid
HIST-001520,CUS-0115,2025-03-17,2025-04-16,19531.0,30,paid
HIST-001521,CUS-0030,2025-10-02,2025-11-01,55041.79,30,paid
HIST-001522,CUS-0094,2025-05-18,2025-07-17,127964.69,60,paid
HIST-001523,CUS-0069,2025-11-07,2025-12-22,50229.04,45,paid
HIST-001524,CUS-0024,2025-11-05,2025-12-05,48643.24,30,paid
HIST-001525,CUS-0095,2025-10-16,2025-11-30,198845.57,45,paid
HIST-001526,CUS-0111,2026-04-29,2026-05-29,15239.75,30,paid
HIST-001527,CUS-0028,2025-10-26,2025-11-10,38572.53,15,paid
HIST-001528,CUS-0022,2026-02-25,2026-03-27,104922.73,30,paid
HIST-001529,CUS-0074,2025-10-15,2025-11-14,48518.94,30,paid
HIST-001530,CUS-0072,2025-03-30,2025-04-29,41042.97,30,paid
HIST-001531,CUS-0064,2025-07-12,2025-08-11,105611.89,30,paid
HIST-001532,CUS-0065,2025-07-26,2025-08-25,34680.78,30,paid
HIST-001533,CUS-0135,2026-05-10,2026-06-24,75767.54,45,paid
HIST-001534,CUS-0105,2025-07-14,2025-08-13,65921.44,30,paid
HIST-001535,CUS-0053,2025-11-20,2025-12-20,47347.47,30,paid
HIST-001536,CUS-0008,2025-10-28,2025-12-27,171103.88,60,paid
HIST-001537,CUS-0034,2025-10-09,2025-11-08,29302.86,30,paid
HIST-001538,CUS-0038,2025-08-07,2025-10-06,42170.13,60,paid
HIST-001539,CUS-0045,2025-04-05,2025-05-05,57474.54,30,paid
HIST-001540,CUS-0082,2026-03-07,2026-04-06,21443.98,30,paid
HIST-001541,CUS-0028,2025-10-07,2025-11-06,99334.45,30,paid
HIST-001542,CUS-0066,2025-10-23,2025-12-07,29624.4,45,paid
HIST-001543,CUS-0025,2026-04-03,2026-05-03,70415.75,30,paid
HIST-001544,CUS-0068,2025-05-12,2025-06-11,40632.8,30,paid
HIST-001545,CUS-0107,2025-05-13,2025-05-28,47973.11,15,paid
HIST-001546,CUS-0100,2025-03-15,2025-05-14,74050.42,60,paid
HIST-001547,CUS-0082,2025-11-08,2025-12-08,150802.96,30,paid
