payment_id,invoice_id,payment_date,amount_usd,days_late
PAY-003251,HIST-003251,2025-08-31,18894.68,6
PAY-000532,HIST-000532,2025-08-31,32306.61,26
PAY-004020,HIST-004020,2025-08-31,35274.26,32
PAY-001377,HIST-001377,2025-08-31,56731.15,27
PAY-004692,HIST-004692,2025-08-31,70987.92,14
PAY-000503,HIST-000503,2025-08-31,53797.76,10
PAY-001534,HIST-001534,2025-09-01,65921.44,19
PAY-002909,HIST-002909,2025-09-01,30679.75,29
PAY-001454,HIST-001454,2025-09-01,21614.6,30
PAY-003854,HIST-003854,2025-09-01,29841.64,39
PAY-001283,HIST-001283,2025-09-01,11035.79,26
PAY-003233,HIST-003233,2025-09-01,40898.34,10
PAY-003207,HIST-003207,2025-09-01,38124.58,23
PAY-003139,HIST-003139,2025-09-01,34195.84,13
PAY-004717,HIST-004717,2025-09-01,30137.21,41
PAY-003153,HIST-003153,2025-09-01,54985.03,27
PAY-004679,HIST-004679,2025-09-01,45311.23,26
PAY-001012,HIST-001012,2025-09-02,50910.32,29
PAY-004706,HIST-004706,2025-09-02,60525.88,26
PAY-004248,HIST-004248,2025-09-02,202098.03,34
PAY-002040,HIST-002040,2025-09-02,44238.37,29
PAY-003062,HIST-003062,2025-09-02,42146.86,26
PAY-001099,HIST-001099,2025-09-02,38335.37,40
PAY-000514,HIST-000514,2025-09-02,36110.64,45
PAY-004544,HIST-004544,2025-09-02,84615.71,35
PAY-002734,HIST-002734,2025-09-02,33526.75,30
PAY-003081,HIST-003081,2025-09-03,10030.44,11
PAY-000705,HIST-000705,2025-09-03,29204.89,21
PAY-003818,HIST-003818,2025-09-03,10901.41,44
PAY-000417,HIST-000417,2025-09-03,11832.3,44
PAY-001875,HIST-001875,2025-09-03,35556.88,37
PAY-000545,HIST-000545,2025-09-03,45008.12,6
PAY-001329,HIST-001329,2025-09-03,35104.36,27
PAY-001801,HIST-001801,2025-09-03,65349.44,29
PAY-002721,HIST-002721,2025-09-03,78194.81,1
PAY-002526,HIST-002526,2025-09-03,18484.36,24
PAY-003261,HIST-003261,2025-09-03,25458.39,23
PAY-004110,HIST-004110,2025-09-03,78175.72,32
PAY-003326,HIST-003326,2025-09-03,81719.58,29
PAY-000038,HIST-000038,2025-09-03,23449.0,20
PAY-004772,HIST-004772,2025-09-03,49308.02,42
PAY-004608,HIST-004608,2025-09-04,28590.0,40
PAY-002480,HIST-002480,2025-09-04,36801.43,20
PAY-000980,HIST-000980,2025-09-04,23695.94,24
PAY-003918,HIST-003918,2025-09-04,45657.73,37
PAY-004508,HIST-004508,2025-09-04,52319.77,27
PAY-003002,HIST-003002,2025-09-04,358893.45,43
PAY-004340,HIST-004340,2025-09-04,35877.36,22
PAY-000619,HIST-000619,2025-09-04,283246.78,32
PAY-000412,HIST-000412,2025-09-04,30776.37,20
PAY-004367,HIST-004367,2025-09-04,50018.44,42
PAY-000382,HIST-000382,2025-09-05,104753.28,10
PAY-000601,HIST-000601,2025-09-05,15748.83,45
PAY-002203,HIST-002203,2025-09-05,69811.94,46
PAY-002502,HIST-002502,2025-09-05,27945.79,6
PAY-001212,HIST-001212,2025-09-05,84535.31,9
PAY-003834,HIST-003834,2025-09-05,12524.34,32
PAY-002824,HIST-002824,2025-09-05,90498.93,4
PAY-000027,HIST-000027,2025-09-05,31381.06,35
PAY-003278,HIST-003278,2025-09-05,15971.54,41
PAY-004610,HIST-004610,2025-09-05,71713.82,35
PAY-001130,HIST-001130,2025-09-06,28847.36,15
PAY-002653,HIST-002653,2025-09-06,76457.19,9
PAY-003241,HIST-003241,2025-09-06,67730.81,18
PAY-000324,HIST-000324,2025-09-06,124468.29,40
PAY-000641,HIST-000641,2025-09-06,68244.78,25
PAY-001157,HIST-001157,2025-09-06,119974.58,25
PAY-001577,HIST-001577,2025-09-07,31780.49,35
PAY-003356,HIST-003356,2025-09-07,39667.16,35
PAY-003590,HIST-003590,2025-09-07,118927.74,20
PAY-004016,HIST-004016,2025-09-07,12818.75,23
PAY-003576,HIST-003576,2025-09-07,49842.68,1
PAY-003791,HIST-003791,2025-09-08,19467.25,31
PAY-002664,HIST-002664,2025-09-08,62636.27,22
PAY-003926,HIST-003926,2025-09-08,19226.81,13
PAY-002751,HIST-002751,2025-09-08,24602.53,26
PAY-004290,HIST-004290,2025-09-08,25807.49,31
PAY-000190,HIST-000190,2025-09-08,62620.02,23
PAY-003276,HIST-003276,2025-09-08,50731.62,40
PAY-001956,HIST-001956,2025-09-08,93110.99,39
PAY-000814,HIST-000814,2025-09-09,38090.53,19
PAY-001507,HIST-001507,2025-09-09,10045.87,46
PAY-000853,HIST-000853,2025-09-09,47966.06,8
PAY-004033,HIST-004033,2025-09-09,29538.65,12
PAY-002411,HIST-002411,2025-09-09,39971.82,13
PAY-003005,HIST-003005,2025-09-09,55229.54,31
PAY-000506,HIST-000506,2025-09-09,50179.63,48
PAY-000959,HIST-000959,2025-09-09,45736.63,35
PAY-000879,HIST-000879,2025-09-09,19416.76,9
PAY-004555,HIST-004555,2025-09-09,66965.2,29
PAY-001905,HIST-001905,2025-09-09,53338.66,28
PAY-000478,HIST-000478,2025-09-09,11875.75,40
PAY-001906,HIST-001906,2025-09-09,123699.26,25
PAY-004502,HIST-004502,2025-09-09,34400.33,18
PAY-002240,HIST-002240,2025-09-09,33741.1,13
PAY-004356,HIST-004356,2025-09-10,16272.37,17
PAY-000344,HIST-000344,2025-09-10,18791.95,51
PAY-003039,HIST-003039,2025-09-10,59542.88,23
PAY-003069,HIST-003069,2025-09-10,119535.89,16
PAY-004244,HIST-004244,2025-09-10,68062.05,12
PAY-002919,HIST-002919,2025-09-10,50637.02,46
PAY-003307,HIST-003307,2025-09-10,16322.24,46
PAY-002067,HIST-002067,2025-09-10,99237.0,15
PAY-000575,HIST-000575,2025-09-10,77945.16,30
PAY-000031,HIST-000031,2025-09-10,17076.91,5
PAY-004606,HIST-004606,2025-09-10,36648.88,1
PAY-003538,HIST-003538,2025-09-11,13869.87,47
PAY-000322,HIST-000322,2025-09-11,23097.89,32
PAY-002969,HIST-002969,2025-09-11,15530.95,24
PAY-000554,HIST-000554,2025-09-11,62339.58,32
PAY-002326,HIST-002326,2025-09-11,23862.05,21
PAY-001358,HIST-001358,2025-09-11,66193.24,24
PAY-001372,HIST-001372,2025-09-11,17003.65,24
PAY-004713,HIST-004713,2025-09-11,46392.46,19
PAY-001423,HIST-001423,2025-09-11,43713.68,10
PAY-001531,HIST-001531,2025-09-11,105611.89,31
PAY-003728,HIST-003728,2025-09-11,28248.49,13
PAY-004620,HIST-004620,2025-09-11,51344.56,23
PAY-002720,HIST-002720,2025-09-11,9675.95,22
PAY-000461,HIST-000461,2025-09-11,44079.36,36
PAY-002687,HIST-002687,2025-09-11,31957.74,22
PAY-003794,HIST-003794,2025-09-12,41213.76,22
PAY-002816,HIST-002816,2025-09-12,48150.44,0
PAY-000960,HIST-000960,2025-09-12,24627.72,15
PAY-000538,HIST-000538,2025-09-12,64965.19,52
PAY-003494,HIST-003494,2025-09-12,34043.78,17
PAY-002623,HIST-002623,2025-09-12,14283.37,31
PAY-000311,HIST-000311,2025-09-12,32049.42,33
PAY-002367,HIST-002367,2025-09-12,27742.75,30
PAY-004384,HIST-004384,2025-09-12,51400.07,14
PAY-000898,HIST-000898,2025-09-12,113545.19,22
PAY-002452,HIST-002452,2025-09-12,42626.08,30
PAY-003415,HIST-003415,2025-09-12,74332.58,36
PAY-002282,HIST-002282,2025-09-13,29262.05,25
PAY-002405,HIST-002405,2025-09-13,156847.37,16
PAY-002741,HIST-002741,2025-09-13,101131.98,30
PAY-002521,HIST-002521,2025-09-13,120829.57,26
PAY-000097,HIST-000097,2025-09-13,32208.88,26
PAY-003544,HIST-003544,2025-09-13,135876.72,34
PAY-001510,HIST-001510,2025-09-13,23069.34,-5
PAY-003859,HIST-003859,2025-09-13,36109.38,31
PAY-001938,HIST-001938,2025-09-14,69612.77,25
PAY-000345,HIST-000345,2025-09-14,64767.86,32
PAY-002791,HIST-002791,2025-09-14,30645.84,20
PAY-003452,HIST-003452,2025-09-14,153297.34,16
PAY-001996,HIST-001996,2025-09-14,67150.11,28
PAY-004379,HIST-004379,2025-09-14,4545.86,16
PAY-002218,HIST-002218,2025-09-14,203710.24,28
PAY-002573,HIST-002573,2025-09-14,14698.43,18
PAY-002843,HIST-002843,2025-09-14,88749.55,35
PAY-003410,HIST-003410,2025-09-14,140665.24,3
PAY-000535,HIST-000535,2025-09-14,95962.03,14
PAY-003974,HIST-003974,2025-09-14,326769.95,42
PAY-002483,HIST-002483,2025-09-15,41215.47,43
PAY-003457,HIST-003457,2025-09-15,190502.47,25
PAY-004793,HIST-004793,2025-09-15,146414.34,29
PAY-003704,HIST-003704,2025-09-15,7474.01,35
PAY-002437,HIST-002437,2025-09-15,19979.16,37
PAY-003248,HIST-003248,2025-09-15,19248.72,-3
PAY-004062,HIST-004062,2025-09-15,42549.11,3
PAY-002538,HIST-002538,2025-09-15,19626.13,12
PAY-004733,HIST-004733,2025-09-15,23416.83,15
PAY-002431,HIST-002431,2025-09-15,57477.69,30
PAY-004210,HIST-004210,2025-09-16,46757.57,27
PAY-000363,HIST-000363,2025-09-16,50948.89,7
PAY-003890,HIST-003890,2025-09-16,39204.06,36
PAY-000670,HIST-000670,2025-09-16,38228.56,45
PAY-001629,HIST-001629,2025-09-16,32754.07,34
PAY-004038,HIST-004038,2025-09-16,39001.72,21
PAY-001940,HIST-001940,2025-09-16,54012.87,-2
PAY-000571,HIST-000571,2025-09-16,34076.93,33
PAY-000817,HIST-000817,2025-09-16,35604.64,32
PAY-001104,HIST-001104,2025-09-16,30614.44,40
PAY-001021,HIST-001021,2025-09-16,17107.45,19
PAY-000936,HIST-000936,2025-09-16,20945.37,19
PAY-001929,HIST-001929,2025-09-17,77609.65,17
PAY-003900,HIST-003900,2025-09-17,75399.46,25
PAY-002905,HIST-002905,2025-09-17,12697.59,38
PAY-003805,HIST-003805,2025-09-17,70546.74,21
PAY-004141,HIST-004141,2025-09-17,21926.89,25
PAY-004167,HIST-004167,2025-09-17,58767.62,37
PAY-001635,HIST-001635,2025-09-17,53642.18,23
PAY-000239,HIST-000239,2025-09-17,22749.49,32
PAY-001804,HIST-001804,2025-09-17,57569.04,9
PAY-000872,HIST-000872,2025-09-18,50209.1,19
PAY-001467,HIST-001467,2025-09-18,52079.86,15
PAY-001230,HIST-001230,2025-09-18,126788.89,23
PAY-003931,HIST-003931,2025-09-18,43090.53,21
PAY-004630,HIST-004630,2025-09-18,131016.99,22
PAY-003468,HIST-003468,2025-09-18,25438.25,11
PAY-002985,HIST-002985,2025-09-18,37427.97,34
PAY-003343,HIST-003343,2025-09-18,60902.78,20
PAY-004509,HIST-004509,2025-09-18,76108.37,0
PAY-000314,HIST-000314,2025-09-19,79593.4,-5
PAY-002740,HIST-002740,2025-09-19,29033.25,19
PAY-003662,HIST-003662,2025-09-19,30338.42,39
PAY-001532,HIST-001532,2025-09-19,34680.78,25
PAY-004550,HIST-004550,2025-09-19,36382.9,38
PAY-004100,HIST-004100,2025-09-19,46697.35,7
PAY-002084,HIST-002084,2025-09-19,53275.94,33
PAY-004423,HIST-004423,2025-09-19,26870.12,40
PAY-001355,HIST-001355,2025-09-19,26145.85,7
PAY-004254,HIST-004254,2025-09-19,117291.75,23
PAY-001380,HIST-001380,2025-09-19,92005.0,44
PAY-002324,HIST-002324,2025-09-20,51246.89,21
PAY-003476,HIST-003476,2025-09-20,57522.09,14
PAY-001447,HIST-001447,2025-09-20,63755.49,16
PAY-003625,HIST-003625,2025-09-20,37515.17,12
PAY-000841,HIST-000841,2025-09-20,178905.41,23
PAY-001699,HIST-001699,2025-09-20,27019.46,24
PAY-004161,HIST-004161,2025-09-20,25566.56,6
PAY-000987,HIST-000987,2025-09-20,57804.51,16
PAY-002066,HIST-002066,2025-09-20,18487.91,27
PAY-004660,HIST-004660,2025-09-21,11808.61,15
PAY-003048,HIST-003048,2025-09-21,47764.2,19
PAY-004095,HIST-004095,2025-09-21,11161.62,18
PAY-002439,HIST-002439,2025-09-21,93904.01,31
PAY-004635,HIST-004635,2025-09-21,40322.91,17
PAY-002115,HIST-002115,2025-09-21,49433.33,11
PAY-002125,HIST-002125,2025-09-21,27004.78,18
PAY-004593,HIST-004593,2025-09-21,88693.75,17
PAY-003619,HIST-003619,2025-09-21,49020.53,33
PAY-002657,HIST-002657,2025-09-22,95628.84,14
PAY-000336,HIST-000336,2025-09-22,89249.81,24
PAY-000900,HIST-000900,2025-09-22,98733.1,25
PAY-003909,HIST-003909,2025-09-22,86446.0,2
PAY-002475,HIST-002475,2025-09-22,207559.87,42
PAY-000593,HIST-000593,2025-09-22,45798.83,44
PAY-003688,HIST-003688,2025-09-22,37998.68,45
PAY-001064,HIST-001064,2025-09-22,36159.53,37
PAY-002930,HIST-002930,2025-09-22,8789.67,24
PAY-004075,HIST-004075,2025-09-22,20218.2,16
PAY-004765,HIST-004765,2025-09-22,57090.2,-5
PAY-004730,HIST-004730,2025-09-22,66082.68,14
PAY-000553,HIST-000553,2025-09-23,46493.48,19
PAY-000866,HIST-000866,2025-09-23,94424.83,33
PAY-001466,HIST-001466,2025-09-23,108771.55,30
PAY-001838,HIST-001838,2025-09-23,50022.66,10
PAY-004125,HIST-004125,2025-09-23,68510.33,20
PAY-002579,HIST-002579,2025-09-23,35613.64,32
PAY-004622,HIST-004622,2025-09-23,73093.88,31
PAY-002338,HIST-002338,2025-09-23,18484.45,37
PAY-002680,HIST-002680,2025-09-24,58301.74,10
PAY-003842,HIST-003842,2025-09-24,47988.56,6
PAY-003735,HIST-003735,2025-09-24,65094.51,22
PAY-000518,HIST-000518,2025-09-24,80519.2,35
PAY-002042,HIST-002042,2025-09-24,25631.14,22
PAY-002833,HIST-002833,2025-09-24,40191.3,32
PAY-003253,HIST-003253,2025-09-25,41311.93,30
PAY-003569,HIST-003569,2025-09-25,29002.47,32
PAY-003477,HIST-003477,2025-09-25,43288.83,39
PAY-003190,HIST-003190,2025-09-25,83137.26,42
PAY-003336,HIST-003336,2025-09-25,35071.78,22
PAY-001846,HIST-001846,2025-09-25,165697.4,32
PAY-003135,HIST-003135,2025-09-25,118197.0,11
PAY-004498,HIST-004498,2025-09-25,12859.22,23
PAY-004249,HIST-004249,2025-09-25,13541.58,10
PAY-002776,HIST-002776,2025-09-25,7163.13,38
PAY-004483,HIST-004483,2025-09-25,124520.96,37
PAY-003875,HIST-003875,2025-09-25,84880.6,24
PAY-004195,HIST-004195,2025-09-25,37311.83,26
PAY-001213,HIST-001213,2025-09-26,65485.34,42
PAY-001639,HIST-001639,2025-09-26,82676.42,28
PAY-000411,HIST-000411,2025-09-26,58762.14,22
PAY-001296,HIST-001296,2025-09-26,21957.38,37
PAY-002373,HIST-002373,2025-09-26,17855.53,37
PAY-003568,HIST-003568,2025-09-26,34422.14,30
PAY-001395,HIST-001395,2025-09-26,48013.47,33
PAY-001022,HIST-001022,2025-09-27,63620.09,31
PAY-002239,HIST-002239,2025-09-27,46779.36,25
PAY-003984,HIST-003984,2025-09-27,69978.46,32
PAY-000249,HIST-000249,2025-09-27,8515.04,22
PAY-001121,HIST-001121,2025-09-27,31767.51,24
PAY-001897,HIST-001897,2025-09-27,26988.92,9
PAY-004082,HIST-004082,2025-09-27,40078.75,14
PAY-000196,HIST-000196,2025-09-27,142487.79,36
PAY-001855,HIST-001855,2025-09-27,173116.66,15
PAY-000524,HIST-000524,2025-09-27,135125.28,19
PAY-004411,HIST-004411,2025-09-27,11288.47,43
PAY-002227,HIST-002227,2025-09-27,60662.49,20
PAY-003148,HIST-003148,2025-09-27,16298.45,6
PAY-001951,HIST-001951,2025-09-27,97111.95,27
PAY-000852,HIST-000852,2025-09-27,50504.23,34
PAY-002124,HIST-002124,2025-09-27,67137.74,45
PAY-004093,HIST-004093,2025-09-28,12558.01,38
PAY-000257,HIST-000257,2025-09-28,20782.24,11
PAY-003627,HIST-003627,2025-09-28,22061.64,-5
PAY-001771,HIST-001771,2025-09-28,31397.08,40
PAY-002867,HIST-002867,2025-09-28,116110.13,6
PAY-003629,HIST-003629,2025-09-28,255116.7,43
PAY-001381,HIST-001381,2025-09-28,16008.52,11
PAY-000937,HIST-000937,2025-09-28,16119.18,59
PAY-001115,HIST-001115,2025-09-29,7170.31,19
PAY-001887,HIST-001887,2025-09-29,30487.07,-1
PAY-000294,HIST-000294,2025-09-29,31227.19,34
PAY-003495,HIST-003495,2025-09-29,38989.71,23
PAY-001975,HIST-001975,2025-09-29,17731.16,39
PAY-000744,HIST-000744,2025-09-29,16083.79,10
PAY-002091,HIST-002091,2025-09-29,59391.13,23
PAY-000163,HIST-000163,2025-09-29,17780.99,10
PAY-000203,HIST-000203,2025-09-29,23936.27,24
PAY-001819,HIST-001819,2025-09-30,13233.24,29
PAY-003556,HIST-003556,2025-09-30,134887.98,15
PAY-004332,HIST-004332,2025-09-30,188501.15,45
PAY-001354,HIST-001354,2025-09-30,69590.38,26
PAY-002565,HIST-002565,2025-09-30,11504.0,26
PAY-001959,HIST-001959,2025-09-30,49396.04,42
PAY-000464,HIST-000464,2025-09-30,26657.85,49
PAY-001916,HIST-001916,2025-09-30,87995.6,35
PAY-001997,HIST-001997,2025-09-30,93459.09,21
PAY-000280,HIST-000280,2025-09-30,40813.94,37
PAY-002141,HIST-002141,2025-09-30,12967.44,14
PAY-000885,HIST-000885,2025-09-30,145283.05,35
PAY-002851,HIST-002851,2025-10-01,36784.52,13
PAY-000696,HIST-000696,2025-10-01,82236.07,16
PAY-003325,HIST-003325,2025-10-01,46701.4,4
PAY-002763,HIST-002763,2025-10-01,68884.66,8
PAY-002322,HIST-002322,2025-10-01,85285.45,36
PAY-000911,HIST-000911,2025-10-01,46062.22,-1
PAY-001289,HIST-001289,2025-10-01,23276.45,22
PAY-001796,HIST-001796,2025-10-01,43156.36,27
PAY-001944,HIST-001944,2025-10-02,29354.37,12
PAY-002309,HIST-002309,2025-10-02,46961.09,10
PAY-001895,HIST-001895,2025-10-02,128174.0,18
PAY-000564,HIST-000564,2025-10-02,223898.99,17
PAY-000837,HIST-000837,2025-10-02,33287.88,10
PAY-000683,HIST-000683,2025-10-02,39920.4,24
PAY-003594,HIST-003594,2025-10-02,20797.24,37
PAY-000771,HIST-000771,2025-10-03,10971.57,6
PAY-001037,HIST-001037,2025-10-03,25690.75,31
PAY-002429,HIST-002429,2025-10-03,19786.6,33
PAY-004240,HIST-004240,2025-10-03,29590.53,7
PAY-003809,HIST-003809,2025-10-03,218606.12,15
PAY-002981,HIST-002981,2025-10-03,16074.86,24
PAY-003565,HIST-003565,2025-10-03,17720.75,25
PAY-000455,HIST-000455,2025-10-03,16415.73,0
PAY-004351,HIST-004351,2025-10-03,23775.45,47
PAY-003822,HIST-003822,2025-10-03,23765.58,23
PAY-000315,HIST-000315,2025-10-03,51819.47,7
PAY-002208,HIST-002208,2025-10-03,45769.96,26
PAY-004339,HIST-004339,2025-10-03,38174.45,14
PAY-001501,HIST-001501,2025-10-03,75815.53,17
PAY-000105,HIST-000105,2025-10-03,30333.67,44
PAY-003413,HIST-003413,2025-10-03,4000.0,24
PAY-000074,HIST-000074,2025-10-04,200651.01,18
PAY-001364,HIST-001364,2025-10-04,30922.81,15
PAY-003200,HIST-003200,2025-10-04,57847.43,50
PAY-003073,HIST-003073,2025-10-04,54449.07,25
PAY-002015,HIST-002015,2025-10-04,73642.75,44
PAY-000051,HIST-000051,2025-10-04,31005.0,27
PAY-003977,HIST-003977,2025-10-04,15635.81,24
PAY-004561,HIST-004561,2025-10-05,41657.15,41
PAY-000906,HIST-000906,2025-10-05,33457.23,10
PAY-003045,HIST-003045,2025-10-05,97696.53,10
PAY-000085,HIST-000085,2025-10-05,33192.09,11
PAY-002457,HIST-002457,2025-10-05,21282.64,28
PAY-000739,HIST-000739,2025-10-05,13596.38,22
PAY-000710,HIST-000710,2025-10-05,71489.03,31
PAY-004109,HIST-004109,2025-10-05,55936.02,45
PAY-000691,HIST-000691,2025-10-06,43488.29,26
PAY-004567,HIST-004567,2025-10-06,165534.51,33
PAY-002128,HIST-002128,2025-10-06,16278.7,14
PAY-003512,HIST-003512,2025-10-06,61911.78,3
PAY-004182,HIST-004182,2025-10-06,45674.87,44
PAY-004668,HIST-004668,2025-10-06,47109.92,42
PAY-003147,HIST-003147,2025-10-06,23648.93,28
PAY-004089,HIST-004089,2025-10-06,9326.85,-5
PAY-003718,HIST-003718,2025-10-06,82329.58,24
PAY-000033,HIST-000033,2025-10-06,4330.92,37
PAY-002910,HIST-002910,2025-10-06,118234.37,14
PAY-002736,HIST-002736,2025-10-07,18510.04,25
PAY-001140,HIST-001140,2025-10-07,137657.55,13
PAY-000056,HIST-000056,2025-10-07,23249.08,12
PAY-004183,HIST-004183,2025-10-07,11055.47,7
PAY-003843,HIST-003843,2025-10-07,15390.66,26
PAY-002649,HIST-002649,2025-10-07,65351.38,43
PAY-002069,HIST-002069,2025-10-07,50915.19,23
PAY-000777,HIST-000777,2025-10-07,32914.38,6
PAY-000700,HIST-000700,2025-10-08,42649.42,30
PAY-003287,HIST-003287,2025-10-08,32991.33,7
PAY-004361,HIST-004361,2025-10-08,23807.93,34
PAY-001557,HIST-001557,2025-10-08,16236.44,21
PAY-004445,HIST-004445,2025-10-08,39804.55,23
PAY-003643,HIST-003643,2025-10-08,61151.33,20
PAY-001262,HIST-001262,2025-10-09,26928.73,13
PAY-004495,HIST-004495,2025-10-09,59475.89,8
PAY-001675,HIST-001675,2025-10-09,168301.03,36
PAY-002111,HIST-002111,2025-10-09,44683.47,28
PAY-004414,HIST-004414,2025-10-09,54294.25,15
PAY-001936,HIST-001936,2025-10-09,92299.13,26
PAY-000806,HIST-000806,2025-10-09,260939.32,18
PAY-001137,HIST-001137,2025-10-09,31607.25,23
PAY-001448,HIST-001448,2025-10-09,72725.79,39
PAY-001278,HIST-001278,2025-10-09,23578.38,19
PAY-001144,HIST-001144,2025-10-09,21418.01,44
PAY-000585,HIST-000585,2025-10-10,141411.01,21
PAY-003789,HIST-003789,2025-10-10,95651.1,38
PAY-004472,HIST-004472,2025-10-10,24532.78,38
PAY-004557,HIST-004557,2025-10-10,18629.52,14
PAY-001782,HIST-001782,2025-10-10,86908.01,35
PAY-002026,HIST-002026,2025-10-10,84846.14,24
PAY-004201,HIST-004201,2025-10-10,28220.72,25
PAY-004457,HIST-004457,2025-10-10,33694.78,20
PAY-003863,HIST-003863,2025-10-10,61542.82,24
PAY-000633,HIST-000633,2025-10-10,103101.2,32
PAY-002643,HIST-002643,2025-10-10,53348.41,17
PAY-004440,HIST-004440,2025-10-10,52833.6,28
PAY-001797,HIST-001797,2025-10-10,27469.66,60
PAY-003694,HIST-003694,2025-10-10,23611.43,28
PAY-003628,HIST-003628,2025-10-11,58634.35,6
PAY-002404,HIST-002404,2025-10-11,48064.58,30
PAY-001360,HIST-001360,2025-10-11,180110.45,48
PAY-002099,HIST-002099,2025-10-11,112427.61,35
PAY-001827,HIST-001827,2025-10-11,144658.86,19
PAY-004394,HIST-004394,2025-10-11,78422.89,13
PAY-000774,HIST-000774,2025-10-11,187411.06,24
PAY-004181,HIST-004181,2025-10-11,40265.98,20
PAY-004270,HIST-004270,2025-10-11,47658.36,37
PAY-000209,HIST-000209,2025-10-12,46533.53,48
PAY-001864,HIST-001864,2025-10-12,32745.75,22
PAY-000588,HIST-000588,2025-10-12,41987.28,11
PAY-004464,HIST-004464,2025-10-12,68079.1,34
PAY-000227,HIST-000227,2025-10-12,18044.98,18
PAY-001147,HIST-001147,2025-10-12,26270.32,22
PAY-004345,HIST-004345,2025-10-12,40889.43,44
PAY-000489,HIST-000489,2025-10-12,12953.77,22
PAY-002830,HIST-002830,2025-10-13,92308.94,23
PAY-000255,HIST-000255,2025-10-13,13219.95,27
PAY-004625,HIST-004625,2025-10-13,39512.0,25
PAY-001638,HIST-001638,2025-10-13,70236.85,14
PAY-000223,HIST-000223,2025-10-13,28455.96,21
PAY-000447,HIST-000447,2025-10-13,62144.14,16
PAY-001591,HIST-001591,2025-10-13,18575.71,31
PAY-002958,HIST-002958,2025-10-13,29891.61,32
PAY-003775,HIST-003775,2025-10-13,134206.66,35
PAY-002578,HIST-002578,2025-10-13,26375.16,14
PAY-003692,HIST-003692,2025-10-13,85514.56,20
PAY-002420,HIST-002420,2025-10-13,40261.98,22
PAY-000844,HIST-000844,2025-10-13,54537.95,26
PAY-000460,HIST-000460,2025-10-14,57369.58,7
PAY-004326,HIST-004326,2025-10-14,26602.36,26
PAY-004709,HIST-004709,2025-10-14,6085.24,32
PAY-001228,HIST-001228,2025-10-14,41199.65,21
PAY-003174,HIST-003174,2025-10-14,126920.46,27
PAY-001102,HIST-001102,2025-10-14,27192.85,14
PAY-004435,HIST-004435,2025-10-14,40868.03,20
PAY-004243,HIST-004243,2025-10-14,26616.53,46
PAY-000159,HIST-000159,2025-10-14,81791.86,33
PAY-002416,HIST-002416,2025-10-14,75375.13,29
PAY-003312,HIST-003312,2025-10-14,14511.05,33
PAY-003553,HIST-003553,2025-10-15,32143.91,17
PAY-000445,HIST-000445,2025-10-15,110141.21,13
PAY-001459,HIST-001459,2025-10-15,26249.49,24
PAY-003555,HIST-003555,2025-10-15,16500.53,5
PAY-004629,HIST-004629,2025-10-16,45324.38,24
PAY-002663,HIST-002663,2025-10-16,34237.03,18
PAY-000750,HIST-000750,2025-10-16,13900.92,-2
PAY-004672,HIST-004672,2025-10-16,108417.24,24
PAY-002693,HIST-002693,2025-10-16,57555.56,57
PAY-003965,HIST-003965,2025-10-16,24423.06,17
PAY-003792,HIST-003792,2025-10-16,65040.76,40
PAY-004039,HIST-004039,2025-10-16,31103.25,21
PAY-000201,HIST-000201,2025-10-16,36466.15,35
PAY-003298,HIST-003298,2025-10-16,33478.28,26
PAY-002454,HIST-002454,2025-10-16,217352.66,37
PAY-001030,HIST-001030,2025-10-16,166935.16,4
PAY-000053,HIST-000053,2025-10-17,82558.04,47
PAY-002251,HIST-002251,2025-10-17,46636.87,45
PAY-000479,HIST-000479,2025-10-17,84450.74,19
PAY-003703,HIST-003703,2025-10-17,66414.7,48
PAY-004752,HIST-004752,2025-10-17,45080.87,23
PAY-002795,HIST-002795,2025-10-17,86719.11,44
PAY-003513,HIST-003513,2025-10-17,20579.89,36
PAY-000362,HIST-000362,2025-10-17,30213.96,30
PAY-003571,HIST-003571,2025-10-17,80636.23,14
PAY-001509,HIST-001509,2025-10-17,39029.75,40
PAY-002002,HIST-002002,2025-10-17,114019.11,14
PAY-001243,HIST-001243,2025-10-17,27029.37,18
PAY-003823,HIST-003823,2025-10-17,70134.14,37
PAY-002498,HIST-002498,2025-10-18,14953.34,31
PAY-003985,HIST-003985,2025-10-18,44434.2,6
PAY-003393,HIST-003393,2025-10-18,55582.54,33
PAY-003093,HIST-003093,2025-10-18,41882.17,22
PAY-003316,HIST-003316,2025-10-18,18634.74,48
PAY-001690,HIST-001690,2025-10-18,21969.39,15
PAY-000393,HIST-000393,2025-10-18,51658.27,26
PAY-000542,HIST-000542,2025-10-18,35597.11,8
PAY-003146,HIST-003146,2025-10-18,22535.88,22
PAY-003577,HIST-003577,2025-10-18,79823.19,40
PAY-002234,HIST-002234,2025-10-19,107502.13,17
PAY-000292,HIST-000292,2025-10-19,58100.57,29
PAY-000438,HIST-000438,2025-10-19,38532.69,27
PAY-004441,HIST-004441,2025-10-19,29842.27,20
PAY-001866,HIST-001866,2025-10-19,30898.89,14
PAY-000740,HIST-000740,2025-10-19,17746.39,24
PAY-002764,HIST-002764,2025-10-19,74746.49,36
PAY-001106,HIST-001106,2025-10-19,40677.24,37
PAY-004575,HIST-004575,2025-10-19,38954.9,29
